Var_ID	0	1	2	3	4	5	6	7	8	9	
0;4795;4795;0:1	0.20053333333333334	0.09706666666666666	0.0	0.19450373532550694	0.20416333066453163	0.0	0.10269405174713257	0.09709255801547079	0.0	0.0	
0;4830;4830;0:1	0.19919786096256684	0.09493333333333333	0.0	0.19973297730307077	0.19866666666666666	0.0	0.10453333333333334	0.0927807486631016	0.0	0.0	
0;4920;4920;0:1	0.18441419802508674	0.09733333333333333	0.0	0.2028289298105151	0.19903948772678762	0.0	0.10589490530808215	0.1008537886872999	0.0	0.0	
0;4970;4970;0:1	0.19573333333333334	0.10612135792568832	0.0	0.19903948772678762	0.19343649946638208	0.0	0.10912486659551761	0.10186666666666666	0.0	0.0	
0;5045;5045;0:1	0.29356818788364025	0.203416978109984	0.0952	0.09588675213675214	0.0	0.09733333333333333	0.0	0.09018143009605123	0.0	0.0	
0;5162;5162;0:1	0.7951807228915663	0.9013333333333333	1.0	0.7938034188034188	0.7981333333333334	1.0	0.8878804057661506	0.9028556178275954	1.0	1.0	
0;5163;5163;0:1	0.0	0.0	0.10385126162018592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0;5235;5235;0:1	0.30293333333333333	0.20506666666666667	0.10246120920278223	0.09311632870864461	0.0	0.0992	0.0	0.09813333333333334	0.0	0.0	
0;5385;5385;0:1	0.20122928915018706	0.1048	0.0	0.20325420112029874	0.1984	0.0	0.09946666666666666	0.09445037353255069	0.0	0.0	
0;5530;5530;0:1	0.196	0.0984	0.0	0.192	0.19631901840490798	0.0	0.0973592958122166	0.10293333333333334	0.0	0.0	
0;5543;5543;0:1	0.31706666666666666	0.19626666666666667	0.09093333333333334	0.09493333333333333	0.0	0.0928	0.0	0.0992	0.0	0.0	
0;5815;5815;0:1	0.0	0.10378868729989328	0.19112536754878376	0.10731446876668446	0.20832221925846892	0.3018716577540107	0.19546666666666668	0.28742994395516414	0.8069333333333333	1.0	
0;6060;6060;0:1	0.20112329499866274	0.09839572192513368	0.0	0.20576461168935148	0.20346666666666666	0.0	0.0968	0.0968	0.0	0.0	
0;6626;6626;0:1	0.7930666666666667	0.8994666666666666	1.0	0.7973333333333333	0.8034666666666667	1.0	0.9026407041877834	0.8941333333333333	1.0	1.0	
0;6664;6664;0:1	0.20933333333333334	0.09813333333333334	0.0	0.20026666666666668	0.19573333333333334	0.0	0.0897675661234304	0.10189383835689517	0.0	0.0	
0;6868;6868;0:1	0.20053333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0;6915;6915;0:1	0.30488130168044814	0.18826666666666667	0.09591236975687951	0.2013351134846462	0.0	0.0	0.30691219642380574	0.0	0.0	0.0	
0;6961;6961;0:1	0.18986666666666666	0.10213333333333334	0.0	0.1905398182789952	0.20346666666666666	0.0	0.09794502268481452	0.09653333333333333	0.0	0.0	
0;7010;7010;0:1	0.20293724966622162	0.08964409954508964	0.0	0.20778874366497732	0.1904	0.0	0.0992	0.10933333333333334	0.0	0.0	
0;7067;7067;0:1	0.0	0.21782178217821782	0.20805548146172312	0.09756749532210639	0.20411434678065724	0.3180240320427236	0.20266666666666666	0.30133333333333334	0.7953575240128068	1.0	
0;7072;7072;0:1	0.19722444622364557	0.09633395772009633	0.0	0.2055050774986638	0.19770237777184077	0.0	0.09786666666666667	0.104	0.0	0.0	
0;7197;7197;0:1	0.1984	0.20053333333333334	0.09495865564150441	0.10699039487726787	0.0	0.10509469191784476	0.0	0.104	0.0	0.0	
0;7206;7206;0:1	0.18519515477792733	0.10299272040981397	0.0	0.2041531823085221	0.19520086276624427	0.0	0.0897782585181179	0.1084727468969239	0.0	0.0	
0;7471;7471;0:1	0.7896984254069923	0.8968	1.0	0.8028357410379883	0.802677376171352	1.0	0.901547491995731	0.9029333333333334	1.0	1.0	
0;7501;7501;0:1	0.20864461045891142	0.1056	0.0	0.188	0.20262312633832977	0.0	0.10325506937033084	0.09813333333333334	0.0	0.0	
0;7797;7797;0:1	0.0	0.2016	0.20853333333333332	0.09610250934329952	0.19791944518538276	0.2928	0.20390165686798503	0.31241655540720964	0.799839871897518	1.0	
0;7817;7817;0:1	0.0	0.0	0.10266666666666667	0.10517885744794447	0.0	0.0	0.0	0.0	0.0	0.0	
0;7829;7829;0:1	0.7963160704751735	0.9002400640170712	1.0	0.807261078483716	0.7954121098959722	1.0	0.9037690457097033	0.9008551576696954	1.0	1.0	
0;8409;8409;0:1	0.19893333333333332	0.09922646038943718	0.0	0.2064	0.20213333333333333	0.0	0.10493991989319092	0.09634374165999467	0.0	0.0	
0;8470;8470;0:1	0.7970627503337784	0.8882666666666666	1.0	0.7930666666666667	0.799839871897518	1.0	0.8978666666666667	0.8997333333333334	1.0	1.0	
0;8478;8478;0:1	0.20267022696929238	0.11066666666666666	0.0	0.20613333333333334	0.20096076861489193	0.0	0.09946666666666666	0.09973333333333333	0.0	0.0	
0;8721;8721;0:1	0.0	0.1974879743452699	0.19555912252541466	0.09708478202728002	0.19807022246046635	0.2841121495327103	0.20064119690088164	0.29243517775995725	0.8046286329386437	1.0	
0;8744;8744;0:1	0.19706666666666667	0.09879839786381843	0.0	0.19829196690685882	0.19770237777184077	0.0	0.09813333333333334	0.09871931696905016	0.0	0.0	
0;8768;8768;0:1	0.19706666666666667	0.09850507207688201	0.0	0.19642380571123566	0.20608649225840897	0.0	0.10373333333333333	0.09925293489861259	0.0	0.0	
0;8949;8949;0:1	0.20533333333333334	0.10109362496665777	0.0	0.19690501600853788	0.19466666666666665	0.0	0.10029341157642038	0.10986666666666667	0.0	0.0	
0;9145;9145;0:1	0.2897196261682243	0.21272047033671834	0.1076388888888889	0.1016	0.0	0.1076388888888889	0.0	0.09786666666666667	0.0	0.0	
0;9190;9190;0:1	0.20512136569751935	0.0994136460554371	0.0	0.21142552055525896	0.21066666666666667	0.0	0.10453333333333334	0.10005336179295625	0.0	0.0	
0;9363;9363;0:1	0.0	0.192	0.0	0.2	0.30266666666666664	0.0	0.09935897435897435	0.302989855846236	0.20704375667022412	0.0	
0;9544;9544;0:1	0.7914572864321608	0.9088669950738916	1.0	0.8052391799544419	0.7919293820933165	1.0	0.9149700598802395	0.9059107358262968	1.0	1.0	
